Stream,year,replicate,TREATMENT,survival,sizeclass
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),0.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Aripo,"1,996",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 2,"1,994",1,Control (1x),0.00,3.00
Quare 2,"1,994",1,Control (1x),1.00,3.00
Quare 2,"1,994",1,Control (1x),1.00,3.00
Quare 2,"1,994",1,Control (1x),1.00,3.00
Quare 2,"1,994",1,Control (1x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),0.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 2,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),0.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 6,"1,994",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Decrease (0.5x),0.00,3.00
Quare 7,"1,995",1,Decrease (0.5x),0.00,3.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,3.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,3.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,3.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,3.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,3.00
Quare 7,"1,995",2,Control (1x),0.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",1,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Control (1x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),0.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",1,Increase (2x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),1.00,3.00
Quare 7,"1,995",2,Increase (2x),1.00,3.00
Arima,"1,993",2,Decrease (0.5x),0.00,4.00
Arima,"1,993",2,Decrease (0.5x),1.00,4.00
Arima,"1,993",2,Decrease (0.5x),1.00,4.00
Arima,"1,993",2,Decrease (0.5x),1.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",2,Control (1x),0.00,4.00
Arima,"1,993",2,Control (1x),0.00,4.00
Arima,"1,993",2,Control (1x),0.00,4.00
Arima,"1,993",2,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",2,Control (1x),1.00,4.00
Arima,"1,993",2,Control (1x),1.00,4.00
Arima,"1,993",2,Control (1x),1.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",2,Increase (2x),1.00,4.00
Arima,"1,993",2,Increase (2x),1.00,4.00
Arima,"1,993",2,Increase (2x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),0.00,4.00
Aripo,"1,996",1,Decrease (0.5x),0.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Control (1x),0.00,4.00
Aripo,"1,996",1,Control (1x),0.00,4.00
Aripo,"1,996",1,Control (1x),0.00,4.00
Aripo,"1,996",1,Control (1x),1.00,4.00
Aripo,"1,996",1,Control (1x),1.00,4.00
Aripo,"1,996",1,Control (1x),1.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,4.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,4.00
Quare 2,"1,994",1,Control (1x),0.00,4.00
Quare 2,"1,994",1,Control (1x),1.00,4.00
Quare 2,"1,994",1,Control (1x),1.00,4.00
Quare 2,"1,994",1,Control (1x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),0.00,4.00
Quare 2,"1,994",1,Increase (2x),0.00,4.00
Quare 2,"1,994",1,Increase (2x),0.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),1.00,4.00
Quare 6,"1,994",1,Increase (2x),1.00,4.00
Quare 6,"1,994",1,Increase (2x),1.00,4.00
Quare 6,"1,994",1,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Decrease (0.5x),0.00,4.00
Quare 7,"1,995",2,Decrease (0.5x),0.00,4.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),0.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Arima,"1,993",2,Decrease (0.5x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),0.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",1,Control (1x),1.00,4.00
Arima,"1,993",2,Control (1x),1.00,4.00
Arima,"1,993",2,Control (1x),1.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",2,Increase (2x),0.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Arima,"1,993",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),0.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Decrease (0.5x),1.00,4.00
Aripo,"1,996",1,Control (1x),0.00,4.00
Aripo,"1,996",1,Control (1x),1.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),0.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Aripo,"1,996",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 2,"1,994",1,Control (1x),1.00,4.00
Quare 2,"1,994",1,Control (1x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),0.00,4.00
Quare 2,"1,994",1,Increase (2x),0.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 2,"1,994",1,Increase (2x),1.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),0.00,4.00
Quare 6,"1,994",1,Decrease (0.5x),1.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 6,"1,994",1,Increase (2x),0.00,4.00
Quare 7,"1,995",1,Decrease (0.5x),0.00,4.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",1,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Control (1x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),0.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",1,Increase (2x),1.00,4.00
Quare 7,"1,995",2,Increase (2x),1.00,4.00
Arima,"1,993",2,Decrease (0.5x),0.00,5.00
Arima,"1,993",2,Decrease (0.5x),1.00,5.00
Arima,"1,993",1,Control (1x),0.00,5.00
Arima,"1,993",1,Control (1x),0.00,5.00
Arima,"1,993",1,Control (1x),1.00,5.00
Arima,"1,993",1,Control (1x),1.00,5.00
Arima,"1,993",2,Control (1x),1.00,5.00
Arima,"1,993",2,Control (1x),1.00,5.00
Arima,"1,993",2,Control (1x),1.00,5.00
Arima,"1,993",1,Increase (2x),0.00,5.00
Arima,"1,993",1,Increase (2x),0.00,5.00
Arima,"1,993",1,Increase (2x),0.00,5.00
Arima,"1,993",1,Increase (2x),0.00,5.00
Arima,"1,993",1,Increase (2x),0.00,5.00
Arima,"1,993",2,Increase (2x),0.00,5.00
Arima,"1,993",2,Increase (2x),0.00,5.00
Arima,"1,993",2,Increase (2x),0.00,5.00
Arima,"1,993",1,Increase (2x),1.00,5.00
Arima,"1,993",1,Increase (2x),1.00,5.00
Aripo,"1,996",1,Decrease (0.5x),1.00,5.00
Aripo,"1,996",1,Decrease (0.5x),1.00,5.00
Aripo,"1,996",1,Control (1x),1.00,5.00
Aripo,"1,996",1,Increase (2x),0.00,5.00
Aripo,"1,996",1,Increase (2x),1.00,5.00
Aripo,"1,996",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,5.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),0.00,5.00
Quare 2,"1,994",1,Increase (2x),0.00,5.00
Quare 2,"1,994",1,Increase (2x),0.00,5.00
Quare 2,"1,994",1,Increase (2x),0.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 6,"1,994",1,Increase (2x),1.00,5.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,5.00
Quare 7,"1,995",2,Decrease (0.5x),1.00,5.00
Quare 7,"1,995",1,Control (1x),1.00,5.00
Quare 7,"1,995",2,Control (1x),1.00,5.00
Quare 7,"1,995",2,Control (1x),1.00,5.00
Quare 7,"1,995",2,Increase (2x),0.00,5.00
Quare 7,"1,995",1,Increase (2x),1.00,5.00
Quare 7,"1,995",2,Increase (2x),1.00,5.00
Arima,"1,993",1,Control (1x),1.00,5.00
Arima,"1,993",1,Control (1x),1.00,5.00
Arima,"1,993",1,Increase (2x),1.00,5.00
Arima,"1,993",1,Increase (2x),1.00,5.00
Aripo,"1,996",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,5.00
Quare 2,"1,994",1,Decrease (0.5x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Control (1x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),0.00,5.00
Quare 2,"1,994",1,Increase (2x),0.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 2,"1,994",1,Increase (2x),1.00,5.00
Quare 7,"1,995",1,Decrease (0.5x),1.00,5.00
Quare 7,"1,995",1,Control (1x),1.00,5.00
Quare 7,"1,995",2,Increase (2x),0.00,5.00
Quare 7,"1,995",1,Increase (2x),1.00,5.00
Quare 7,"1,995",1,Increase (2x),1.00,5.00
